ARREST DATE,TOP CHARGE DESCRIPTION,HOME PSA,CRIME / ARREST PSA
6/12/2014 ,"POSSESSION OF PROHIBITED WEAPON (A) (BLACKJACK, GUN, KNIFE) ",301,301
6/12/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,OUT OF STATE ,604
6/12/2014 ,SIMPLE ASSAULT,702,702
6/12/2014 ,SECOND DEGREE CRUELTY TO CHILDREN,606,507
6/12/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,606,107
6/12/2014 ,JUVENILE CUSTODY ORDER - PREPETITION,407,407
6/12/2014 ,DISORDERLY CONDUCT - INCITING VIOLENCE,601,703
6/12/2014 ,DISORDERLY CONDUCT - INCITING VIOLENCE,708,703
6/12/2014 ,DISORDERLY CONDUCT - INCITING VIOLENCE,507,703
6/12/2014 ,DISORDERLY CONDUCT - INCITING VIOLENCE,OUT OF STATE ,703
6/12/2014 ,DISORDERLY CONDUCT - INCITING VIOLENCE,507,703
6/12/2014 ,DISORDERLY CONDUCT - INCITING VIOLENCE,604,703
6/12/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,608,708
6/13/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,604,JPC
6/13/2014 ,"ROBBERY, FORCE & VIOLENCE",604,604
6/13/2014 ,SIMPLE ASSAULT,308,308
6/13/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,703,COURT
6/13/2014 ,THREATS (FELONY),704,703
6/13/2014 ,FIRST DEGREE CHILD SEX ABUSE,701,701
6/13/2014 ,CARRY DANGEROUS WEAPON- MISD,708,703
6/13/2014 ,BURGLARY TWO,504,405
6/13/2014 ,BURGLARY TWO,105,405
6/13/2014 ,BURGLARY TWO,705,405
6/13/2014 ,"ROBBERY, FEAR",407,407
6/13/2014 ,"ROBBERY, FEAR",404,407
6/13/2014 ,SIMPLE ASSAULT,702,702
6/13/2014 ,ILLEGAL GAMBLING,704,105
6/13/2014 ,UNLAWFUL ENTRY,OUT OF STATE ,707
6/13/2014 ,SIMPLE ASSAULT,603,603
6/14/2014 ,SIMPLE ASSAULT,507,507
6/14/2014 ,BURGLARY TWO,607,607
6/14/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,704,JPC
6/14/2014 ,ILLEGAL GAMBLING,703,703
6/14/2014 ,SIMPLE ASSAULT,105,105
6/14/2014 ,UNAUTHORIZED USE OF A VEHICLE,602,604
6/14/2014 ,UNAUTHORIZED USE OF A VEHICLE,601,604
6/14/2014 ,BURGLARY ONE,501,103
6/15/2014 ,UNLAWFUL ENTRY OF A MOTOR VEHICLE,706,303
6/15/2014 ,SIMPLE ASSAULT,705,705
6/15/2014 ,THREATS TO DO BODILY HARM - MISD,502,106
6/15/2014 ,SIMPLE ASSAULT,502,502
6/15/2014 ,SIMPLE ASSAULT,708,706
6/15/2014 ,ASSAULT WITH SIGNIFICANT BODILY INJURY,506,506
6/15/2014 ,APO (MISD),608,604
6/16/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,603,602
6/16/2014 ,FIRST DEGREE SEXUAL ABUSE OF A MINOR,OUT OF STATE ,608
6/16/2014 ,UNAUTHORIZED USE OF A VEHICLE,604,604
6/16/2014 ,DESTRUCTION OF PROPERTY - MISD,104,302
6/16/2014 ,"ROBBERY, FORCE & VIOLENCE",502,502
6/16/2014 ,ASSAULT WITH SIGNIFICANT BODILY INJURY,505,505
6/17/2014 ,UNAUTHORIZED USE OF A VEHICLE,OUT OF STATE ,503
6/17/2014 ,ASLT W/I TO COMMIT FIRST DEG SEX ABUSE,502,502
6/17/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,402,402
6/17/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,706,JPC
6/17/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,701,701
6/17/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,607,605
6/17/2014 ,BURGLARY TWO,501,502
6/17/2014 ,FUGITIVE FROM JUSTICE,OUT OF STATE ,JPC
6/17/2014 ,"SEXUAL ABUSE, 3RD DEGREE",704,704
6/17/2014 ,SIMPLE ASSAULT,504,504
6/18/2014 ,"ROBBERY, FEAR",604,608
6/18/2014 ,"ROBBERY, FEAR",608,608
6/18/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,604,COURT
6/18/2014 ,FELONY MURDER,505,505
6/18/2014 ,SIMPLE ASSAULT,707,707
6/18/2014 ,ROBBERY SNATCH OR PURSESNATCH,603,603
6/18/2014 ,DESTRUCTION OF PROPERTY - MISD,603,106
6/18/2014 ,NO PERMIT,703,703
6/18/2014 ,SIMPLE ASSAULT,OUT OF STATE ,606
6/18/2014 ,THEFT SECOND DEGREE,506,502
6/18/2014 ,ADW KNIFE OR CUTTING INSTRUMENT,601,602
6/18/2014 ,"ROBBERY, FEAR",604,604
6/19/2014 ,POSSESSION OF PROHIBITED WEAPON (PPW-B),704,102
6/19/2014 ,UNAUTHORIZED USE OF VEHICLE (PASSENGER),708,703
6/19/2014 ,ADW KNIFE OR CUTTING INSTRUMENT,506,506
6/19/2014 ,UCSA POSSESSION MARIJUANA,708,506
6/19/2014 ,APO (MISD),507,206
6/19/2014 ,METRO FARE EVASION,OUT OF STATE ,504
6/19/2014 ,ADW KNIFE OR CUTTING INSTRUMENT,605,605
6/19/2014 ,THREATS (FELONY),602,602
6/19/2014 ,,605,407
6/19/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,605,407
6/20/2014 ,MISREPRESENT AGE TO ENTER ABC ESTABLISHMENT,OUT OF STATE ,208
6/20/2014 ,ROBBERY SNATCH OR PURSESNATCH,706,105
6/20/2014 ,SIMPLE ASSAULT (DV),705,705
6/20/2014 ,UNAUTHORIZED USE OF A VEHICLE,708,708
6/20/2014 ,UNAUTHORIZED USE OF A VEHICLE,708,708
6/20/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,107,107
6/20/2014 ,ROBBERY SNATCH OR PURSESNATCH,603,207
6/20/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,604,507
6/20/2014 ,POSSESSION OF BB GUN ON PUBLIC SPACE,105,703
6/20/2014 ,ROBBERY SNATCH OR PURSESNATCH,502,304
6/20/2014 ,ASSAULT ON A POLICE OFFICER (FELONY),406,406
6/20/2014 ,SIMPLE ASSAULT,604,604
6/21/2014 ,THEFT SECOND DEGREE,104,105
6/21/2014 ,DESTRUCTION OF PROPERTY - MISD,706,407
6/21/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,OUT OF STATE ,JPC
6/21/2014 ,ILLEGAL GAMBLING,UNK ,507
6/21/2014 ,BLOCKING PASSAGE,703,703
6/21/2014 ,SIMPLE ASSAULT,602,602
6/22/2014 ,FAILURE TO OBEY A LAWFUL ORDER,607,106
6/22/2014 ,THEFT 2 (THEFT F/BUILDING),OUT OF STATE ,603
6/22/2014 ,THEFT 2 (THEFT F/BUILDING),OUT OF STATE ,603
6/22/2014 ,THEFT 2 (THEFT F/BUILDING),604,603
6/22/2014 ,THEFT 2 (THEFT F/BUILDING),604,603
6/22/2014 ,THEFT 2 (THEFT F/BUILDING),608,603
6/22/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,507,507
6/22/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,407,407
6/22/2014 ,ASSAULT ON A POLICE OFFICER [MISD],506,506
6/22/2014 ,THREATS (FELONY),705,102
6/22/2014 ,TAMPERING WITH A DETECTION DEVICE,405,702
6/22/2014 ,TAMPERING WITH A DETECTION DEVICE,608,702
6/22/2014 ,TAMPERING WITH A DETECTION DEVICE,702,702
6/23/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,105,105
6/23/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,403,403
6/23/2014 ,UNLAWFUL ENTRY,608,608
6/23/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,503,701
6/23/2014 ,"ROBBERY, FORCE & VIOLENCE",602,502
6/23/2014 ,CARRYING A PISTOL,708,608
6/23/2014 ,SIMPLE ASSAULT,505,505
6/23/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,404,308
6/24/2014 ,FLEEING - MISDEMEANOR,103,103
6/24/2014 ,SIMPLE ASSAULT,702,702
6/24/2014 ,THEFT 2 F/AUTO: THEFT F/ MOTOR VEHICLE,409,302
6/24/2014 ,ADW UNKNOWN WEAPON,408,302
6/24/2014 ,SHOPLIFTING,701,102
6/24/2014 ,DISORDERLY CONDUCT,702,704
6/24/2014 ,ADW OTHER DANGEROUS WEAPON,607,708
6/24/2014 ,SIMPLE ASSAULT,503,503
6/25/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,507,103
6/25/2014 ,DESTRUCTION OF PROPERTY - MISD,603,603
6/25/2014 ,THREATS (FELONY),506,506
6/25/2014 ,METRO - FAIL TO PAY FARE,706,706
6/25/2014 ,THREATS TO DO BODILY HARM - MISD,707,707
6/25/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,602,JPC
6/25/2014 ,THREATS TO DO BODILY HARM - MISD,701,701
6/25/2014 ,METRO - FAIL TO PAY FARE,702,504
6/25/2014 ,SIMPLE ASSAULT,OUT OF STATE ,505
6/25/2014 ,JUVENILE CUSTODY ORDER - FTA,108,105
6/25/2014 ,POSSESSION OF A DESTRUCTIVE DEVICE,701,701
6/25/2014 ,ASSAULT ON A POLICE OFFICER (FELONY),702,702
6/25/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,106,106
6/25/2014 ,UCSA POSS MARIJUANA,704,706
6/25/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,604,604
6/26/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,503,504
6/26/2014 ,CARRYING DANGEROUS WEAPON,703,703
6/26/2014 ,UNLAWFUL ENTRY,407,302
6/26/2014 ,UNAUTHORIZED USE OF A VEHICLE,705,308
6/26/2014 ,UNLAWFUL ENTRY,601,601
6/26/2014 ,NO PERMIT,308,308
6/26/2014 ,UNLAWFUL ENTRY,601,601
6/26/2014 ,UNLAWFUL ENTRY,601,601
6/26/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,505,503
6/26/2014 ,ROBBERY,108,108
6/27/2014 ,SIMPLE ASSAULT,308,705
6/27/2014 ,SIMPLE ASSAULT,608,602
6/27/2014 ,"ROBBERY, FORCE & VIOLENCE",505,405
6/27/2014 ,"ROBBERY, FORCE & VIOLENCE",505,405
6/27/2014 ,"ROBBERY, FORCE & VIOLENCE",602,405
6/27/2014 ,ROBBERY,108,108
6/27/2014 ,APO (MISD),702,106
6/27/2014 ,"ROBBERY, FORCE & VIOLENCE",601,602
6/27/2014 ,ASSAULT ON A POLICE OFFICER [MISD],402,703
6/27/2014 ,"ROBBERY, FORCE & VIOLENCE",601,602
6/28/2014 ,THREATS (FELONY),504,504
6/28/2014 ,DESTRUCTION OF PROPERTY - MISD,603,603
6/28/2014 ,UCSA POSSESSION MARIJUANA,605,703
6/28/2014 ,"ROBBERY, FORCE & VIOLENCE",601,106
6/28/2014 ,SIMPLE ASSAULT,603,603
6/28/2014 ,POSSESSION OF PROHIBITED WEAPON (B),507,507
6/29/2014 ,TAMPERING WITH AUTO,103,506
6/29/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,706,705
6/29/2014 ,JUVENILE CUSTODY ORDER - FTA,504,704
6/29/2014 ,ASSAULT WITH A DANGEROUS WEAPON,707,607
6/29/2014 ,FAILURE TO APPEAR,705,705
6/29/2014 ,SIMPLE ASSAULT,409,409
6/29/2014 ,SIMPLE ASSAULT,409,409
6/30/2014 ,APO (MISD),304,409
6/30/2014 ,THEFT SECOND DEGREE,503,103
6/30/2014 ,JUVENILE CUSTODY ORDER - ABSCONDER,708,708
